,essay_id,grade,prompt,essay,excerpt,feedback,tid,isRepresentative,comment_id
982,,,,,things that might offend certain people. ,What are examples of things that might offend people and be in that room?,,,1712795963806
983,,,,,"I dont get offended easily, so I can read just about anything.","Okay, so hear me out: by including this line right after the idea that people would be old enough to handle the content, you're undercutting your argument because you're implying that actually age doesn't matter since what matters is whether someone gets offended easily.",,,1712795999180
984,,,,,This brings me to my next topic. ,I appreciate that you're trying to signpost for your audience here: let's try to embed transition words and phrases rather than state them in sentences all on their own.,,,1712796139433
985,,,,,"Seperate rooms, @CAPS1 limits, and my views are all good ideas","Rather than telling your audience that your idea is a good idea, you want to show them: what will your ideas enable?",,,1712796255907
987,,,,,Here is my opinion on if ,"You do not need to say this- and actually you should never use personal pronouns (I, me, my)- because this is your writing so of course it is your opinion :)",,,1714415311494
988,,,,,removed or no,This is unclear. Should they be removed or not? You are saying both.,,,1714415352808
989,,,,,so I do kind of see no point of making a movie that is about someone that is not real,"You are getting off task here. Make sure to stick to censorship, not discuss specific movies",,,1714415383819
990,,,,,e.,Bring it back to the topic now,,,1714415445708
991,,,,,"Like, I don't remember the name of them",No need to include this,,,1714415463121
992,,,,,ow.,So now connect it back to whether they should be pulled off the shelves or not,,,1714415502525
993,,,,,But then I do see it the other way to. Some of us do like those kind of movies or book or even magazines and think that is very cool or interesting,No need to address the other side unless you are going to refute it,,,1714415535585
995,,,,,"That child could end up living that kind of life that the book protays. If I were a parentt I know for a fact I would never want my children exposed to harmful reading materials until they know right from wrong, and have a clear judgement on it.",I'm curious when do you think think a person learns right from wrong? Is it about age? Life experience?,,,1712766584023
996,,,,,"Or from another perspective what if that  one book, about @CAPS1 black people are bad and nasty, fell into the wrong hands for this purpose lets say a drunken, old fashioned man. Who just so happens to think we should continue slavery. That one book could stimulate this white mans thoughts and he could try to put his thoughts into action. Throwing what that book says about black people in a young black womans face. Then continues ,after seeing what that alone has done to her, rapes and beats her. Only to let her live and make her his own whore or slave for aslong as shes living. Can you imagan this world when @CAPS2 only knows @CAPS1 bad this woman is hurting. @CAPS2 is the only one who know @CAPS1 long she will deal with the pain.Before she stops fighting for her life. ","I appreciate that you're trying to highlight how a racist text might embolden someone who already holds those views; however, your example here uses some extreme and harmful language to the point where you're losing some credibility as a writer. How else might you get the same kind of idea across?",,,1712766906935
997,,,,,"ust think all that I have told you about, gave you examples of all started with that one single book.The offensive book towards sexists and towards black people. these are all reasons for those book to be ban from libraries or at least glued to the shelves.","While this is a letter to a newspaper, the audience is actually the people who read the paper and not the newspaper staff themselves. What might the general public already know or believe about censorship?",,,1712767092970
998,,,,,"Dear Newspaper,",I don't think I would address it like this. Maybe start with going right into your argument instead of asking questions to the newspaper,,,1713570572602
999,,,,,inocent,Spelling,,,1713570627796
1000,,,,,"exposed to harmful reading materials until they know right from wrong, and have a clear judgement on it.  ",I think this piece could be build upon more to help prove your point,,,1713570652412
1001,,,,,man. Who just so ,Is this sentence supposed to be combined?,,,1713570673596
1002,,,,,aslong as shes living,"I think you can talk about the idea of people learning about slavery and taking it wrong, but this would actually be illegal. It also brings up the counterpoint: shouldn't we teach about slavery to combat it happening again?",,,1713570863845
1004,,,,, seen or heard of a book or magazine that had profanity or offended them,"Too many ""or""s in sentence. Recommend rewriting ""...have probably read a book or heard a song that contained profanity.",,,1712178336680
1005,,,,,to others it @MONTH1 bother them,others might be bothered by it.,,,1712178402060
1006,,,,,"Not only racial slurs can offend people, but profanity can make someone disappointed","There are various types of material that may be offensive, including racial slurs and swear words.",,,1712178420094
1007,,,,,Some parents do not want their child to hearing or saying things like that,Some parents do not want their children hearing or saying things like these.,,,1712178481431
1008,,,,,And I believe if it is offensive it should be taken off the shelf in a library and you should too,"Thesis can be stronger - ""A book or album that contains offensive material should not be available in school."" State an opinion as fact.",,,1712178504429
1009,,,,,The movies and music I think if it really offended somebody that they should have to either change the lyrics or get rid of it. They just should not offend somebody to be a good song or a really great movie. You can't not make something that is making fun of another race or a movie of killing them.,Delete all of this -- unnecessary,,,1712178584100
1010,,,,,"Going to like school libraries, for books I think it really depends on the age group","When students are going to the library to pick out books, their age should determine what materials are available to them.",,,1712178609932
1011,,,,,Like their ,There,,,1712178633311
1012,,,,, ,",",,,1712178653523
1013,,,,,And if was really bad be able to take it out of the school,"If the material is bad enough, parents should be able to request that the school not use that book.",,,1712178672061
1014,,,,,They just do not feel comfortable fellow students saying them and their teachers saying them,Many students and parents would be uncomfortable with those terms being used in class.,,,1712178724173
1015,,,,,And the @CAPS4 or libraries just should not make students read books that they don't feel comfortable reading. Or the libraries having books like that.,"Separate out schools and libraries here. Schools should not make people read books they don't feel comfortable reading, and libraries should not make those books available to students of a certain age.",,,1712178762637
1016,,,,,"Me in example, ",Delete,,,1712178815616
1017,,,,,next year I'm going to have to read that book and I am just not going to like it.,Next year I will be in a grade when students are expected to read ____ book for class. I know it will not be enjoyable for me.,,,1712178823781
1018,,,,,reading that book,with it,,,1712178866922
1019,,,,,Their ,There,,,1712178874878
1020,,,,,And they should if the parents do't want their kids reading it,Delete this - It is restated in the next two sentences,,,1712178904775
1021,,,,,"Same thing in a school,",It should work the same way in schools.,,,1712178953279
1022,,,,,their ,there,,,1712178960893
1023,,,,,is,are,,,1712178982429
1024,,,,,"Parents might not want their kids seeing, hearing, or reading that sort of stuff. And some people get offended by some books or movies. Or they just do't feel comfortable. I believe that things that are brought to the world for entertainment should also be able to get out of the world if people are offended by it.","Rehashes points from earlier, and doesn't add much. Recommend reworking to provide a conclusion, rather than just restating the earlier material.",,,1712179009838
1026,,,,,"colored skin hairitage,",I wouldn't phrase the idea this way. Are you talking about racism? Or forms of media that are putting down Black people?,,,1713571365911
1027,,,,,Maybe,This feels unfinished,,,1713573877758
1029,,,,,"are most definatly a benifit to today's socity for the reasons that it allows better and easier world comunications, makes text and information, more redily avalible to the public and allows the advancements in technology that are nessesary.","This seems like your thesis statement, correct? This is a very long sentence. I would try and divide it up into two. You can have the computer statistic as one sentence and then your actual thesis as the next.",,,1713724102276
1030,,,,,commputer. ,"There are lots of minor spelling errors throughout this essay. I can still tell what you are saying, but it does slow me down while reading.",,,1713724193270
1031,,,,,",",It seems like this should be a period instead of a trauma. Re-read your response and revise any run-on sentences.,,,1713724311859
1032,,,,,Computers are not only a way for communication but also one @ORGANIZATION1 the most prominate ways to research,Good transition sentence to your next reason,,,1713724352727
1034,,,,,offencive,Check spelling and then edit this word throughout the essay,,,1712333481438
1035,,,,,They would just cause problems and disturb the ones that do enjoy reading those types of books.,I don't think this sentence is necessary or I would rephrase it because it's not clear. What would people do?,,,1712333520573
1036,,,,,so why bother even worry what other people are reading as long as they are happy with what thye have.,This is the second time you'd written a question like this. Always reread and consider your sentence structure,,,1712333553472
1037,,,,,Everyone has different views and ideas. ,"I would add a transition here. It seems like you've moving into a new idea, but you still want to keep returning it back to the prompt",,,1712333851356
1038,,,,,people are not the same.,"I wonder if this section is needed or if you could add more/revise it to make sure it helps answer the prompt. I get your point about how people are different and like different things, but it needs to connect back to the idea of censorship",,,1712333891138
1039,,,,,Most poeple who would like comedy wouldn't like sad and visa-versa there fore they would take the other off the shelf so neither would have anything to read or listen to.,Check for spelling,,,1712334239577
1040,,,,,everyone cannot be the same it just would not work.      ,"You've mentioned this idea before, so think about if you need to restate it and does it help answer the prompt",,,1712334541898
1042,,,,,"If my child was in elementry or even middle school , I wouldn't at all want them to be able to check out a book about things they shouldn't even know about yet.",Can you give some specific examples of things you wouldn't want a middle schooler to know about yet and the books that you have in mind?,,,1712796730979
1043,,,,,"If my teenager was in high school though, I wouldn't mind that because they are old enough to realize the things that actually go on in the world. They also could be doing a project over the wrongs of pornagraphy, in which the library is better place to find a book then the interent that could take them to many bad websites. Since I go to my local high school I think its nice to be able to find anything I need in my library at school. It makes it easier to work on projects","You've got some interesting ideas here, but I'm getting lost in your line of reasoning; use transition words and phrases to clarify how we are getting from teenagers being old enough to your experience working on projects.",,,1712796794828
1044,,,,,"Since all they talk about in the media is sex, sex articles would probably be in the magazines.","Who is the ""they"" in this sentence? Be more specific.",,,1712797058174
1046,,,,,els,"It sounds like you are taking the prompt very literally, but really it is asking about the idea of banning books and other media so that they are not available for young people to check out at a library",,,1714140426355
1047,,,,,ck,"You have two valid thoughts here, can you split this into two sentences?",,,1714140481260
1048,,,,,star,This is a great example to prove your point. I wonder if it would be even more compelling if you could be specific and tell us the topic of the paper.,,,1714140555480
1049,,,,,e assignment turned i,Can you think even bigger picture and talk about other harm besides just an assignment not getting turned in. This would help you appeal to a larger audience.,,,1714140654523
1050,,,,,higher reaches of children,Does this mean put higher than they can reach?,,,1712527906430
1051,,,,,oppinions,opinions,,,1712527952189
1052,,,,,releasr ,release,,,1712527960913
1053,,,,,"There are many chances for school projects that @MONTH1 require getting information, but the student who is assigned to get @CAPS5 is not able to, due to the fact that adults think the website @MONTH1 be inappropriate. For example, in history class a student is assigned an assignment to get done over the @DATE2 about @CAPS1 @CAPS2 @CAPS3 for a grade. @DATE3 comes and he/she doesn't have @CAPS5 and gets a @CAPS4 for the homework he/she was assigned. The student explains why he/she wasn't able to get any information. He/she starts explaing themself by saying 'the websites I went to were blocked. The books and magazines I tried checking out were either thrown out, or I wasn't able to check them out.' '@CAPS5's all because our neighbors who live in this neighborhood think the pictures and words are offensive, and since then the librarians stopped putting them out on shelves.'      The teacher then says, 'well then I will go and sign out a book for you and you can try and get as much information out as you can, how does that sound to you?' '@CAPS6 good, at least @CAPS5's better then getting an @CAPS4 on the assignment,' said the student. @DATE1 @TIME1 comes, adn the student has as much information he/she was able to get out of the two books, and hands @CAPS5 to the teacher. At the end of class @CAPS5 gets graded and the grade on @CAPS5 turns out to be a @CAPS8. Student is happy for picking up the grade but is still unhappy he/she wasn't able to get the items they needed from the start. ","This is a long, speculative story that doesn't seem to have a great deal of application to the essay topic",,,1712528020217
1054,,,,,land ,end,,,1712528052409
1055,,,,, in w,comma after in,,,1712528061011
1056,,,,,oppinions ,opinions,,,1712528068609
1057,,,,,excpet ,except,,,1712528085758
1058,,,,,"If an adult is reading a specific book or magazine and they feel @CAPS5's only for their eyes to see @CAPS5 then they should keep that item in a personal place that only he or she knows, not anyone else.   ",This isn't really part of your topic.,,,1712528337013
1059,,,,,Books and magazines should not be removed from shelves if they are found offensive,"This is a great, strong thesis.",,,1712528347813
1060,3194.0,10.0,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.","Katherine Paterson said ' If I have the right to remove that book from the shelf, then you also have exactly the same right and so does everyone else. ' In this quote I think she was trying to get across that if someone picks up a book or a magazine and reads it and then puts it back and maybe its not the best book ever to them and they @MONTH1 find it offensive, but someone else comes along and wants to read it and they @MONTH1 not find it offensive, then you have two different view points on a book that @MONTH1 be offensive to one person, but to another it @MONTH1 not be. Different view points really effect how to censor books, because of how people are so different, there difference on how they feel about a book could effect what should happen to that book.     I dont believe that books, movies, music, magazines, and other materials such as those should be removed from the shelves if they are found offensive to someone. If they are found offensive to a bunch of different people then yes they should be removed, but if its only bothering one or two people but there are other people that agree that its not offensive, then dont get rid of it just because of a couple people. Take a vote maybe to see how many people agree and dissagree on keeping or getting rid of it then decide whether or not you should keep or get rid of it off of that vote. I think it would be more fair and satisfactory to take a vote on whether or not it is fair to keep or remove it. If someone has a memory about something they read or remember an experience from it and then someone else reads it and feels offened by something its not fair to the other person to get rid of it. Its especially not fair to the person with the memories and experiences.     So dont  remove books just because a couple people might find it offensive, take a vote to decide. Let more than just a few people deciede on behalf of the book. More than just a few people can make an impact on just one book, and you never know what differnt views you @MONTH1 find from different people on just one book. People need to be able to discuss their veiws on the book and then bedate on whether or not to keep it, so dont choose to get rid of them without several view points on the book.","In this quote I think she was trying to get across that if someone picks up a book or a magazine and reads it and then puts it back and maybe its not the best book ever to them and they @MONTH1 find it offensive, but someone else comes along and wants to read it and they @MONTH1 not find it offensive, then you have two different view points on a book that @MONTH1 be offensive to one person, but to another it @MONTH1 not be.",I appreciate that you started your essay by unpacking this quote. This helps you walk the reader through your understand of it and presents the argument. I might consider turning this sentence into two separate sentences. It was a little challenging for me to keep track of the idea in this one sentence.,11.0,yes,1713759008901
1061,,,,,"  I dont believe that books, movies, music, magazines, and other materials such as those should be removed from the shelves if they are found offensive to someone. ",I'm identifying this is possibly your thesis statement.,,,1713759111902
1062,,,,,vote,"I appreciate this suggestion of holding a vote. Democracy helps ensure society runs by what the majority wants. I'm curious what this would look like. If this involves a school library, for example, who gets to vote? Parents, students, teachers, etc.? ",,,1713759152575
1064,,,,,americans,Capitalize and continue doing so throughout your writing,,,1712532369857
1065,,,,,leaving them unemployed?,Including almost hypothetical questions is helpful for proving your point,,,1712532395925
1066,,,,,offensive,Your closing statement is solid,,,1712534012838
1067,,,,,"Offensive materials should not be removed from shelves. If we removed books that offended even one person, then no books would remain.","Yes! Great use of a question in your opening. Your intro is clear, short, and straight to the point.",,,1714403955854
1068,,,,,"h. Authors use their freedom in their writing, just like musicians use their freedom to mak",Fabulous.,,,1714403978068
1069,,,,,"remove it from shelves, leaving teenagers without their music, denying artists' freedom of speech, and ultimately, leaving them unemployed?","Again, great use of questioning here! ",,,1714403991039
1070,,,,,"e, it isn't fair to the authors, musicians, or fans of those pieces of work.","This could be a good point to elaborate on what you called a ""life-changing series."" Think also about the people who are not yet fans... ",,,1714404020423
1071,,,,,"ach topic distinctly,",And who can make those judgments? ,,,1714404054248
1073,,,,,it is causing socity to fall apart,How so?,,,1713819566139
1074,,,,,Censorship is from people with a more ethnich back ground that dont want the kids to grow up and see unappopreat langue.      The most recent book that I have heard of geting censored is @CAPS2 @CAPS3. The main word they are removing from this book is nigar because some people fined this word very ofinceve to their race.,"You're bringing up an important and timely argument here. I know we have talked in class about the history of the n-word, so when you include your example, make sure to draw on the conversations we've had and the class norms we've created when addressing racial and ethnic slurs.",,,1713819591252
1075,,,,,I think we should not have censorship just because parents do not want their kids to hear the words in school or read them when eventualy the kids will learn the words on their own or hear the words some were eles. The kids can even learn the word from their own parrent or from t.v. ,Consider a counterargument: what concessions can you make to parents who disagree with you?,,,1713819924116
1077,,,,,"It  all depends on peoples different beilfs and thier culture. I can see where some things in the library are very offensive and where somethings are not offensive. I believe parents are more offended by things in the library ,because they don't want their kids to experience these things that are not the childs age. ",The prompt asks us to take a position for or against censorship. A middle ground approach is not useful for writing persuasively ,,,1712698403760
1078,,,,,Parents who don't want their kids to look at inporatiate  things should not be suable for their childs age.One way to sovle this problem is to keep a eye on their child and make sure they don't go anywhere esle except the childrens area. This would sovle so many problems if parents would actually follow through with this it might work. Some parents bring their child up they way they want to. Also the parent or parents teach their kids that they don't need to go in any other area expect the one they are suppose to go in unless their parents tell them otherwise.,This seems like an argument against library censorship. You can take the position that libraries SHOULD NOT censor materials. and parents should be in charge of deciding what their children read/watch ,,,1712698536200
1079,,,,,"Movies that are at the library @MONTH1 be offensive ,because if a parent rents a moive for their child and gets home and puts in the @CAPS2. Then finds out that the moive they wasn't a kids moive ended up being an adults moive.","Check spelling : ""movie""
and read the sentence out loud to see if there are missing words",,,1712698562469
1080,,,,,offensive,Offended,,,1712698681791
1081,,,,," because they are some people who thinks it's funny to look at things just for fun not for any purpose. They make a big deal about and I don't like when people do that ,because it makes you think of the library as not such a place you wanna be at.",Make sure your examples are relevant to the argument. How does this relate to the removal of library materials?,,,1712698702412
1082,,,,," If I had an issue with the library for some certian reason I would complain. Because complaining will more than likely do something about it. Instead,of not saying anything it won't get done or change it so it's not offensvie to others. I would let  them know how I felt about a certain product in the library in a soft and calm manner. ","This is irrelevant to the prompt. This is your chance to complain to the library about the need for them to remove offensive materials, or this is your chance to argue that libraries should never censor their materials",,,1712698769492
1083,,,,, know that everyone is not the same and feel the same about everything.,"This is true, but a persuasive essay is meant to change someone's mind and persuade them to think like you!",,,1712698838165
1085,,,,,"It really has to depend on what the product is. Such as a book, magazine, music album, or a movie. Usually in any store i've walked into, there are certain departments for each product",These sentences are a little unclear... what do you hope to portray in these sentences?,,,1714403172619
1086,,,,,.      A local library in a persons commuinty will have many books to read and to choose from,Can you add a sentence explicitly tying these references back to library books? ,,,1714403229740
1087,,,,," long ago, those books should now b",Add: theoretically / according to....,,,1714403270459
1088,,,,,However the generation under me will soon love them,Love this sentence... your essay is really getting at this idea that books deserve to be up for different generations to love. Try not to stray away from this too much! ,,,1714403286820
1089,,,,,"test music to their ears.      Anyone can watch any type of movie in my opinion. Yet not all parents allow their twelve year old to watch a rated @CAPS1 movie. For them, it's only @NUM1 movies. This is how I grew up. Now that I am allowed to watch whatever my heart desires, i've noticed that movies are based on maturity levels. I",The focus of this section is a little unclear. Keep tying your sentences back to your original claim!,,,1714403346004
1090,,,,," Products in a library are for anyone to view, not to judge. If absolutly everyone did judge the products, there wouldn't be any left",Here! Yes!,,,1714403369907
1091,,,,,nt,Howso? Explain your logic,,,1714415626635
1092,,,,, is. Su,Combine these 2 sentences,,,1714415650097
1093,,,,,t to like,Not sure what you mean here. How does it connect to censorship?,,,1714415695852
1094,,,,,e,Now make sure to make a clear statement about what you are arguing for,,,1714415806952
1095,,,,,s,"Again, now tie this back to your specific opinion",,,1714415850837
1096,,,,,"If absolutly everyone did judge the products, there wouldn't be any left",Tighten this up a bit by using the language of the prompt,,,1714415897508
1097,3751.0,10.0,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.","Let your mind wander to a place of peace and tranquility. You are in a world of endless possiblities. To each side of you lies a vast collection of diverse adventures and anecdotes. You are in a library where each book holds the key to a door of knowledge and adventure. Looking for an adventure of your own, you drift down each section searching for the one suitable to your liking. Turning the corner, your eyes suddenly glance over to some books and magazines with provocative and inappropriate pictures on them that are blatantly out in the open for anyone to gaze upon. Quickly turning your eyes from the unfortunate meeting of offensive pictures, you race down the hallway to a different section. You think to yourself how unecessary those images were, now scarred into your mind. In most libraries, you will find anything you are looking for that can be contained within the confines of a book. I believe that because libraries are used by everyone of all different ages, races, and genders, that some censorship should be put into effect.       Some of the content found in libraries should be censored due to a diverse group of people in the world with different views, opinions, and morals. This censorship is @CAPS1 narrowed down to just inappropriate images, but religious, political, and cultural innuendo as well. Censorship should be evident in all sections of the library. I do @CAPS1 think that certain books should necessarily be removed from the shelf because of violation of rights to speech which includes written speech as well. I do, however, think that they should be sectioned off and clearly marked to warn unwanting eyes and ears of the material found there.     Libraries are one of the number one resources when researching, reading, or gaining information and knowledge. Most everyone has used, uses, or will use a library in their life. This includes children and families. Children do @CAPS1 need to be experiencing, learning about, or exposed to some of the content and material found in libraries. I do @CAPS1 think the books should be removed from the shelves, but put somewhere else where a child could @CAPS1 find it. Children have rapidly developing minds and are sometimes defined by the images that they are exposed to. Something a child sees is more commonly and easily remembered for a longer time than if an adult would see that. This shows that it is @CAPS1 good for a child to see such offensive things. Censorship, in regard to moving the books to a new location where a child can @CAPS1 stumble upon it, is the best choice.     Another reason that I believe that the books should @CAPS1 be removed completely, but rather taken somewhere else in the library, is because that everyone has the right to express their opinions and feelings toward a subject. Also, others have the right to express their opinions toward another's thoughts. Just because you find something offensive doesn't give you the right to take that away from someone. I think that if a person so desires such things and feels the need to read about them, then they have the right and the choice to do that. Although, people who do @CAPS1 want to see that should also have the choice to have that somewhere where they will @CAPS1 come across it. This is why the books should @CAPS1 be out in the open for all to see, but taken to a secluded section.     In conclusion, the best solution when dealing with offensive material found in libraries is to @CAPS1 remove it completely, but section it off from everything else and allow exclusive access to only those who so desire such material. Everyone should have a choice and a right to see or @CAPS1 to see certain material they might find offensive. In doing so, the library, I believe, will become a better environment to all those who wish to access and use it. More people will use it and the library will then appeal to everyone.",that ,delete this word -- unnecessary,14.0,yes,1712515509489
1098,,,,,"I believe that because libraries are used by everyone of all different ages, races, and genders, that some censorship should be put into effect.   ","This seems to be the thesis of the essay, but it is vague. The essay later supports the moving of these materials into marked sections, but that is not what the thesis states. Suggest modifying the thesis to match the later material.",,,1712515568284
1100,,,,, right to be here as we do,Who does? ,,,1714404209497
1101,,,,, bothers me are movies,"Remember that we're not talking about what bothers you, but rather, what should or should not be allowed... ",,,1714404217839
1102,,,,,The library is a place for people to go and read whatever they want,Clear opening line! Nicely done.,,,1714404252726
1103,,,,, inapropriate books,"Who gets to judge what is ""inappropriate?""",,,1714404261615
1105,,,,, These are reason why computer could be a good devices.,Nice way of introducing reasons to use computers!,,,1713028636793
1106,,,,,threw,Double check this spelling!,,,1713028729760
1107,,,,,Without computer student won't be able to look for information they need to know.,What about books? How is the computer better than reading a book?,,,1713028765894
1108,,,,,If there are no computer it would crush everybody dream and future. ,Careful! People lived without computers before. Are you sure you want to say that everybody's dreams would be crushed without them?,,,1713028806384
1110,,,,,re.,"It seems like you are misunderstanding, though. According to the prompt, these items would not just require you to need to ask a librarian to find them, they would be censored-meaning you would not have access to them.",,,1714141063027
1111,,,,,"If they would have alot of there books on a disc or dvds,movies,tape players alot more people would want to read more","I think you are right, but I am not sure how that connects to this prompt or to your overall argument",,,1714141242897
1112,,,,,shelf.,"Good, this gets back to the prompt! Maybe elaborate on this. Why are the complaints so bad for the library? What kinds of things might be inappropriate?",,,1714141281274
1113,,,,,t of,Why?,,,1714141338146
1114,,,,,ould be see,Do you mean not be shown to little kids?,,,1714141346555
1115,,,,,ults.,"I think this is a good solution, but it is not the same as what you originally said, which was to take them off the shelves.",,,1714141374790
1116,,,,,e of that ,Some of what? Be specific.,,,1714141409913
1117,,,,,ubl,Is that a good thing? What kind of trouble?,,,1714141422232
1119,,,,,These books,Which books? ,,,1714403745638
1120,,,,,"Some things did happen, such as the @LOCATION1, that many people would like to forget but no matter which way you take it, it happened and we can't change it. This can teach the next generation that it was a bad idea and should not have happened in the first place, so they will not do it","You are making many strong points, yet I am not fully clear yet on what the point of your essay is. Where is your claim? ",,,1714403754277
1121,,,,,"What you gain from watching those movies is not the cursing, it's the success of the protagonist that makes it enjoyable and worth your time.",Now THIS is a gorgeous sentence! This could be your claim if it was earlier.,,,1714403844671
1123,,,,,"Censorship in our libraries could get a little graphic and such. Yes we all the it in movies and music, but we do not want it in our libraries.","I'm not 100% sure what you mean here: what is it that we want in movies and music, but not in libraries? What about the movies and music that are available in libraries?",,,1712768722063
1124,,,,,"One day as I was in the state library looking on the shelves for a book on @LOCATION1 and its people. As I was reading the book, it said some very mean and offensive things about the @CAPS3 people. I thought to myself that this book should be takken of the shelves forever and never seen again. ",The example that you start here works well because you're building both your credibility and attempting to appeal to your audience's emotions.,,,1712768807614
1125,,,,,Another reason censorship should be under control is the titles to these materials.,I'm not sure what your argument is in this sentence. Is it that the titles to these materials are too appealing without giving enough information about what the context of the text actually is? Is it something else completely?,,,1712768867868
1126,,,,,Censorship is very imprtant in libraries and on the shelves,Who should be in charge of this censorship?,,,1712768954118
1128,,,,,anger,"Do you mean ""angry?""",,,1713575518025
1129,,,,,there,"Use ""their""",,,1713575544209
1130,,,,,but or rent them. ,"Look over your spelling

I also wonder if you think other places should be censored as well or just libraries",,,1713575802526
1131,,,,,we will never be able to control. ,So do you think censorship will help or are you saying there's no hope?,,,1713575850826
1132,,,,," I will try to stop it, but probably will not suceed.",I would relate this back to the idea of censorship,,,1713576045927
1134,,,,,to ,comma after to,,,1712528776091
1135,,,,,"somewhere in a novel, piece of music, or a movie","unnecessary to repeat the different media here, since you just listed them",,,1712528794143
1136,,,,,maybe ,may be,,,1712528820364
1137,,,,,somethings ,some things,,,1712528824931
1138,,,,,but have you stood up and told that company yourself?      Being able to put down anything on paper that you want everyone to know about is the @CAPS1 to write. With that you can't be told not to do so.,These sentences don't seem to go together,,,1712528853440
1139,,,,,maybe ,may be,,,1712528863438
1140,,,,,abundent ,large,,,1712528867466
1141,,,,," What would you say if there was nothing left on the shelves to read, listen to, or to watch",This may be taking it too far -- not every book has inappropriate content,,,1712528928976
1142,,,,,everyday,every day,,,1712528950023
1143,,,,,"Think about it...what would you be able to do in your free time if we had no more books, movies, magazines, or music",This last sentence is unnecessary,,,1712528985551
1144,,,,,I disagree with Katherine Paterson's statement because there is a @CAPS1 to @CAPS2 and the @CAPS1,You actually agree with Katherine Paterson. She also doesn't want materials removed from shelves.,,,1712529001820
1145,,,,,Write,lowercase,,,1712529019213
1146,4232.0,10.0,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.","When you go into a library have you ever seen the many subjects people write about? Some from their own experience and some made up. I personally disagree that offensive books, music, movies, magazines, etc., should be removed. The authors or producer of these sort of entertainment were made to be read, hear or watched by people that are interested in them! Also if the libraries are having diffculties with the complainments towards the offensive materials they should just make a separate section.     To begin with, why are books, music, movies, and magazines produced for? Easy one! To entertain us; to expand our knowledge on things; to let us have intrest. If none of these things were invented, life would be boring, now i'm not saying we need these offensive materials, i'm saying it's there so we can think bigger about topics instead of them same-o-same-o. Producer produced 'offensive' material to catch attention and to be read, not so they can sit on the far back of library where nobody goes just because it has some things others @MONTH1 not like. If you don't like those type of things, stay away from them, don't bother reading or listening to them! Why should libraries stop the people that made those things from making money? Does that seem right to you? It's bad enough they're sencond guessing if they're good enough to be shelve worthy. There's many books out there that are horible and a waste of time reading it, so should they be removed to? Think about that one.     Secondly, I disagree with the removal of these type of materials because libraries could always make a separate section. It @MONTH1 cost money, but what's more better loosing tons of costermers or finding extra room? Libraries are very big already and i'm sure they could find a little bit more room, they separate everything into genres already.     Although I see where others come from about removing these kinds of  materials from shelves. There @MONTH1 be some cautious parents that don't want their children exposed to that sort of stuff. Teenagers especially, they @MONTH1 get ideas of the language and scenes from these sort of stuff. I once read a story about a man that read a book one of his old pals from college wrote about killing women and teering there inside out, this man got a idea to do it to his mother. He beat his mom and cut her body open, leaving the insides on the outside lawn. The man is in jail now and the book was removed from shelves. Still I don't think it should have been removed because an imature, ignorate person thought it would be cool to do it. The book was made up and the guy was most likely dellusional and sick in the head to do it. And because of his actions and author has to suffer from money lost and big waste of his time and effort he put into it.     In conclusion no type of material should be removed because it has been found offensive. Some people just have ignorance to not understand the books, music or movies was made for entertainment for those who like that kind of stuff exposed. Like i've said recently it was made to be either read; heard; or watched. A separate section would be a great idea.",removed,Nice job saying your point right away!,8.0,yes,1713616164675
1147,,,,,intrest,Solid point to help your argument,,,1713616899308
1148,,,,,"now i'm not saying we need these offensive materials, i'm saying it's there so we can think bigger about topics instead of them same-o-same-o.",I'm wondering if this is needed,,,1713616926024
1149,,,,,section,Also another solid point to help your argument ,,,1713617239906
1150,,,,,The man is in jail now and the book was removed from shelves.,I wonder if this point it helping your argument or not. Can you add more about why the book shouldn't be removed (other than the author losing money)?,,,1713617430673
1152,,,,,movie,"to be consistent, say ""a movie""",,,1712529438868
1153,,,,,alot ,a lot,,,1712529455729
1154,,,,,or ect.,delete -- put in comma after movies,,,1712529475034
1155,,,,,ay,comma after okay,,,1712529485520
